
Analysis complete for Hmi-ABas_003-Ex1-03A.clmp.fp2_repr.R1.fq.gz
Started analysis of Hmi-ABas_003-Ex1-03A.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:04,263] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-AMac_030-Ex1-05E.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:04,270] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-AMac_030-Ex1-05E.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:04,312] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_043-Ex1-06F.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:04,313] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_047-Ex1-10F.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:04,327] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CBas_011-Ex1-12E.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:04,334] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CBas_011-Ex1-12E.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:04,394] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_031-Ex1-05B.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:04,401] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_031-Ex1-05B.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:04,463] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_005-Ex1-03E.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:04,469] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_005-Ex1-03E.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:04,517] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_042-Ex1-05F.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:04,517] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_045-Ex1-09D.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:04,531] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-ABas_040-Ex1-04D.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:04,537] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-ABas_040-Ex1-04D.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:04,594] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-ABas_016-Ex1-04B.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:04,600] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-ABas_016-Ex1-04B.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:04,657] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CBas_024-Ex1-12H.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:04,664] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CBas_024-Ex1-12H.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:04,726] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CBas_012-Ex1-12G.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:04,733] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CBas_012-Ex1-12G.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:04,780] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_010-Ex1-09G.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:04,781] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_039-Ex1-03D.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:04,796] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-ABas_007-Ex1-07A.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:04,802] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-ABas_007-Ex1-07A.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:04,846] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_031-Ex1-07C.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:04,846] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_012-Ex1-12A.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:04,861] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CBas_029-Ex1-03C.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:04,867] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CBas_029-Ex1-03C.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:04,927] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-AMac_029-Ex1-04E.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:04,933] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-AMac_029-Ex1-04E.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:04,980] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_049-Ex1-12F.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:04,980] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_034-Ex1-10C.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:04,994] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_001-Ex1-01D.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:05,000] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_001-Ex1-01D.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:05,059] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_022-Ex1-07B.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:05,066] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_022-Ex1-07B.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:05,129] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-AMac_006-Ex1-05G.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:05,135] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-AMac_006-Ex1-05G.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:05,192] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-ABas_018-Ex1-06B.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:05,199] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-ABas_018-Ex1-06B.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:05,242] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_042-Ex1-05F.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:05,256] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-AMac_032-Ex1-07E.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:05,262] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-AMac_032-Ex1-07E.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:05,307] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CBas_044-Ex1-05E.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:05,322] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CBas_024-Ex1-12H.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:05,328] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CBas_024-Ex1-12H.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:05,377] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_036-Ex1-12C.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:05,390] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-AMac_012-Ex1-11G.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:05,397] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-AMac_012-Ex1-11G.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:05,441] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_030-Ex1-05E.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:05,441] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_038-Ex1-01F.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:05,441] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_026-Ex1-01E.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:05,442] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_019-Ex1-11E.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:05,457] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_034-Ex1-07C.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:05,464] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_034-Ex1-07C.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:05,511] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CBas_004-Ex1-10B.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:05,511] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CBas_010-Ex1-06E.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:05,512] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_044-Ex1-05F.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:05,527] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_044-Ex1-05F.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:05,534] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_044-Ex1-05F.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:05,596] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CBas_044-Ex1-05E.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:05,602] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CBas_044-Ex1-05E.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:05,648] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_044-Ex1-08D.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:05,663] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CBas_001-Ex1-01A.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:05,670] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CBas_001-Ex1-01A.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:05,716] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_008-Ex1-11H.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:05,731] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-ABas_040-Ex1-04D.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:05,737] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-ABas_040-Ex1-04D.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:05,794] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_035-Ex1-08A.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:05,800] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_035-Ex1-08A.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:05,842] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_006-Ex1-05G.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:05,842] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_009-Ex1-09A.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:05,842] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_006-Ex1-04C.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:05,842] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_033-Ex1-08E.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:05,856] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-ABas_015-Ex1-03B.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:05,863] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-ABas_015-Ex1-03B.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:05,921] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_027-Ex1-10A.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:05,927] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_027-Ex1-10A.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:05,986] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_040-Ex1-10F.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:05,992] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_040-Ex1-10F.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:06,037] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_017-Ex1-05B.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:06,037] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_023-Ex1-10H.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:06,037] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_030-Ex1-05E.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:06,051] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-ABas_012-Ex1-12A.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:06,058] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-ABas_012-Ex1-12A.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:06,115] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_037-Ex1-01F.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:06,122] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_037-Ex1-01F.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:06,186] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CBas_045-Ex1-06A.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:06,193] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CBas_045-Ex1-06A.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:06,252] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-AMac_012-Ex1-11G.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:06,258] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-AMac_012-Ex1-11G.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:06,302] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_015-Ex1-03B.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:06,302] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_031-Ex1-06E.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:06,316] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CBas_041-Ex1-03D.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:06,323] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CBas_041-Ex1-03D.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:06,383] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CBas_023-Ex1-12F.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:06,389] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CBas_023-Ex1-12F.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:06,450] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-AMac_014-Ex1-01H.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:06,456] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-AMac_014-Ex1-01H.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:06,514] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-AMac_036-Ex1-11E.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:06,520] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-AMac_036-Ex1-11E.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:06,577] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_014-Ex1-02B.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:06,584] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_014-Ex1-02B.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:06,642] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-AMac_028-Ex1-03E.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:06,648] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-AMac_028-Ex1-03E.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:06,690] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_025-Ex1-01E.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:06,690] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_018-Ex1-06B.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:06,690] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_001-Ex1-12D.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:06,704] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-ABas_033-Ex1-09C.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:06,710] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-ABas_033-Ex1-09C.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:06,769] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-AMac_043-Ex1-06F.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:06,776] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-AMac_043-Ex1-06F.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:06,833] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-AMac_025-Ex1-12H.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:06,839] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-AMac_025-Ex1-12H.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:06,884] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_043-Ex1-06F.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:06,898] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-ABas_037-Ex1-01D.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:06,904] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-ABas_037-Ex1-01D.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:06,962] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CBas_032-Ex1-05D.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:06,969] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CBas_032-Ex1-05D.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:07,016] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_026-Ex1-02C.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:07,017] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_005-Ex1-03E.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:07,032] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_046-Ex1-07D.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:07,039] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_046-Ex1-07D.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:07,085] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_020-Ex1-12A.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:07,100] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CBas_005-Ex1-10G.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:07,107] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CBas_005-Ex1-10G.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:07,153] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_016-Ex1-04B.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:07,154] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-CPar_024-Ex1-08F.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:07,169] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CBas_036-Ex1-08C.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:07,176] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CBas_036-Ex1-08C.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:07,221] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_013-Ex1-01B.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:07,221] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_027-Ex1-02E.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:07,236] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CBas_016-Ex1-10C.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:07,243] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CBas_016-Ex1-10C.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:07,291] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_002-Ex1-02A.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:07,291] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_030-Ex1-06C.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:07,305] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-CPar_026-Ex1-02C.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:07,312] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-CPar_026-Ex1-02C.clmp.fp2_repr.R1_fastqc.html
[2022-11-21 10:45:07,357] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_005-Ex1-05A.clmp.fp2_repr.R1.fq.gz
[2022-11-21 10:45:07,371] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hmi-AMac_015-Ex1-02H.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:07,378] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hmi-AMac_015-Ex1-02H.clmp.fp2_repr.R2_fastqc.html
[2022-11-21 10:45:07,419] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-ABas_032-Ex1-08C.clmp.fp2_repr.R2.fq.gz
[2022-11-21 10:45:07,420] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hmi-AMac_010-Ex1-09G.clmp.fp2_repr.R2.fq.gz
